Testing device connections...
MPU6050 connection successful
AFS_SEL:	0	FS_SEL:	0
Calibrating
a/g:	-1572	0	16896	-68	-26	-17
.a/g:	-1516	-40	16932	-72	-16	-16
.a/g:	-1584	-16	16872	-75	-45	-18
.a/g:	-1560	-108	16836	-55	-29	-3
.a/g:	-1512	-16	16940	-74	-30	-7
.a/g:	-1472	0	16760	-70	-27	-10
.a/g:	-1464	-68	16740	-79	-30	-8
.a/g:	-1488	-100	16876	-55	-14	-18
.a/g:	-1500	-12	16888	-60	-24	10
.a/g:	-1544	-72	16924	-78	-14	2
.Base:	-1521	-43	16866	-68	-25	-8